,RUL-predicted,TRUE-RUL
2999,197.9825,181
3000,212.795,180
3001,187.22,179
3002,194.995,178
3003,192.27,177
3004,182.425,176
3005,194.5625,175
3006,189.4525,174
3007,196.425,173
3008,202.32,172
3009,185.0725,171
3010,175.385,170
3011,167.34,169
3012,197.36,168
3013,189.93,167
3014,172.4525,166
3015,181.625,165
3016,188.855,164
3017,161.13,163
3018,160.24,162
3019,180.805,161
3020,159.28,160
3021,168.6425,159
3022,174.4375,158
3023,166.5,157
3024,172.3925,156
3025,166.975,155
3026,174.3375,154
3027,156.3225,153
3028,171.4275,152
3029,160.985,151
3030,144.5925,150
3031,165.4975,149
3032,162.4375,148
3033,172.1475,147
3034,163.4525,146
3035,160.8875,145
3036,164.3125,144
3037,163.885,143
3038,159.9725,142
3039,168.53,141
3040,159.7475,140
3041,147.9225,139
3042,157.0575,138
3043,140.7475,137
3044,156.8575,136
3045,153.0,135
3046,148.43,134
3047,150.835,133
3048,158.49,132
3049,130.7275,131
3050,149.3425,130
3051,126.0875,129
3052,138.4775,128
3053,133.0425,127
3054,135.415,126
3055,142.8975,125
3056,137.94,124
3057,153.3125,123
3058,142.2525,122
3059,129.29,121
3060,142.1875,120
3061,112.145,119
3062,229.3525,205
3063,226.29,204
3064,219.285,203
3065,218.44,202
3066,206.345,201
3067,231.23,200
3068,209.83,199
3069,227.325,198
3070,205.335,197
3071,227.1525,196
3072,203.8825,195
3073,196.995,194
3074,214.895,193
3075,207.3575,192
3076,218.955,191
3077,218.14,190
3078,211.11,189
3079,213.515,188
3080,211.525,187
3081,195.6425,186
3082,222.75,185
3083,195.7825,184
3084,198.945,183
3085,203.8075,182
3086,204.3375,181
3087,200.78,180
3088,187.1475,179
3089,188.795,178
3090,196.9475,177
3091,199.955,176
3092,208.6925,175
3093,193.7425,174
3094,198.3,173
3095,192.5075,172
3096,189.7225,171
3097,193.6425,170
3098,189.0375,169
3099,206.5325,168
3100,198.585,167
3101,177.695,166
3102,181.215,165
3103,193.2825,164
3104,205.1625,163
3105,191.325,162
3106,192.5075,161
3107,165.5425,160
3108,173.4925,159
3109,184.03,158
3110,180.325,157
3111,183.995,156
3112,164.355,155
3113,176.8075,154
3114,187.7475,153
3115,160.0075,152
3116,168.4325,151
3117,168.8625,150
3118,179.5625,149
3119,170.6575,148
3120,172.4575,147
3121,181.22,146
3122,173.805,145
3123,189.07,144
3124,176.045,143
3125,154.2025,142
3126,181.0125,141
3127,174.5475,140
3128,160.31,139
3129,159.575,138
3130,142.65,137
3131,160.8675,136
3132,143.6925,135
3133,170.3875,134
3134,169.325,133
3135,163.595,132
3136,126.7525,131
3137,147.9525,130
3138,142.25,129
3139,163.5525,128
3140,168.185,127
3141,152.55,126
3142,181.3225,125
3143,160.8325,124
3144,159.0875,123
3145,175.1475,122
3146,161.175,121
3147,158.45,120
3148,157.8825,119
3149,160.85,118
3150,137.9375,117
3151,144.1425,116
3152,147.6425,115
3153,155.3075,114
3154,137.41,113
3155,150.125,112
3156,144.6,111
3157,138.8075,110
3158,155.975,109
3159,126.4475,108
3160,130.3225,107
3161,139.9075,106
3162,148.395,105
3163,141.955,104
3164,141.3375,103
3165,134.1225,102
3166,136.8125,101
3167,132.77,100
3168,136.495,99
3169,151.2425,98
3170,128.5225,97
3171,153.25,96
3172,129.5225,95
3173,125.0625,94
3174,118.53,93
3175,123.27,92
3176,109.925,91
3177,141.0725,90
3178,131.7,89
3179,122.93,88
3180,153.1625,87
3181,129.4425,86
3182,122.59,85
3183,126.2525,84
3184,110.0025,83
3185,92.6875,82
3186,101.1275,81
3187,117.6425,80
3188,96.06,79
3189,95.7575,78
3190,111.395,77
3191,116.505,76
3192,119.0225,75
3193,98.19,74
3194,88.39,73
3195,95.3225,72
3196,105.0125,71
3197,110.6975,70
3198,122.83,69
3199,121.38,68
3200,112.295,67
3201,107.7,66
3202,188.255,254
3203,187.28,253
3204,194.2075,252
3205,188.0625,251
3206,192.4625,250
3207,186.7275,249
3208,196.995,248
3209,201.64,247
3210,185.0225,246
3211,186.75,245
3212,183.0525,244
3213,185.0375,243
3214,180.99,242
3215,183.3325,241
3216,189.6075,240
3217,190.8825,239
3218,181.11,238
3219,176.49,237
3220,175.67,236
3221,158.8175,235
3222,181.5,234
3223,176.8675,233
3224,181.805,232
3225,175.595,231
3226,191.8825,230
3227,210.74,229
3228,168.7025,228
3229,169.8425,227
3230,182.2175,226
3231,173.835,225
3232,192.725,224
3233,172.5775,223
3234,159.47,222
3235,165.2625,221
3236,161.29,220
3237,156.7075,219
3238,155.5525,218
3239,160.16,217
3240,160.955,216
3241,153.83,215
3242,175.63,214
3243,173.92,213
3244,163.675,212
3245,164.9825,211
3246,157.545,210
3247,160.12,209
3248,169.2525,208
3249,147.7325,207
3250,144.335,206
3251,162.9775,205
3252,150.945,204
3253,152.135,203
3254,152.2625,202
3255,163.37,201
3256,159.3475,200
3257,156.1025,199
3258,143.5775,198
3259,151.3175,197
3260,143.81,196
3261,146.365,195
3262,142.8625,194
3263,137.88,193
3264,126.4525,192
3265,142.0,191
3266,134.225,190
3267,133.7325,189
3268,138.2625,188
3269,162.1375,187
3270,121.205,186
3271,126.98,185
3272,138.8375,184
3273,127.295,183
3274,128.6725,182
3275,136.7025,181
3276,129.9325,180
3277,132.26,179
3278,136.2425,178
3279,124.96,177
3280,125.8675,176
3281,124.3125,175
3282,126.6525,174
3283,114.62,173
3284,121.37,172
3285,131.575,171
3286,126.76,170
3287,130.57,169
3288,121.6725,168
3289,115.8,167
3290,115.8375,166
3291,118.5925,165
3292,111.49,164
3293,124.145,163
3294,115.68,162
3295,131.02,161
3296,109.72,160
3297,106.5375,159
3298,111.97,158
3299,114.74,157
3300,112.99,156
3301,94.465,155
3302,103.69,154
3303,112.72,153
3304,115.2275,152
3305,120.625,151
3306,94.6575,150
3307,93.0275,149
3308,106.8125,148
3309,103.4025,147
3310,92.5225,146
3311,97.9625,145
3312,98.7875,144
3313,97.47,143
3314,96.1175,142
3315,100.88,141
3316,96.445,140
3317,90.4325,139
3318,101.6575,138
3319,128.7225,137
3320,91.9175,136
3321,120.1625,135
3322,93.325,134
3323,98.395,133
3324,139.455,132
3325,82.345,131
3326,77.8175,130
3327,107.6025,129
3328,93.2775,128
3329,114.5525,127
3330,93.485,126
3331,92.695,125
3332,106.13,124
3333,96.825,123
3334,96.335,122
3335,102.5075,121
3336,85.51,120
3337,76.6975,119
3338,114.365,118
3339,95.2775,117
3340,111.095,116
3341,84.8925,115
3342,83.16,114
3343,122.4675,113
3344,98.1925,112
3345,80.0475,111
3346,97.54,110
3347,95.355,109
3348,92.325,108
3349,90.11,107
3350,98.6,106
3351,92.91,105
3352,83.3525,104
3353,86.2125,103
3354,98.2875,102
3355,111.21,101
3356,92.37,100
3357,116.075,99
3358,80.145,98
3359,84.095,97
3360,235.2225,260
3361,241.605,259
3362,224.56,258
3363,215.0275,257
3364,233.2425,256
3365,210.87,255
3366,207.7625,254
3367,217.995,253
3368,202.14,252
3369,207.1275,251
3370,237.3725,250
3371,208.44,249
3372,202.77,248
3373,203.1925,247
3374,197.4225,246
3375,206.815,245
3376,195.7675,244
3377,192.38,243
3378,212.0275,242
3379,202.1775,241
3380,182.3725,240
3381,208.8875,239
3382,217.7225,238
3383,195.59,237
3384,178.6775,236
3385,197.5025,235
3386,184.0675,234
3387,187.6425,233
3388,191.98,232
3389,186.48,231
3390,191.075,230
3391,208.3975,229
3392,186.9625,228
3393,173.9425,227
3394,188.0225,226
3395,190.1975,225
3396,190.25,224
3397,184.42,223
3398,184.04,222
3399,175.3625,221
3400,174.4975,220
3401,173.3175,219
3402,180.475,218
3403,179.95,217
3404,185.72,216
3405,169.2325,215
3406,179.9725,214
3407,163.625,213
3408,163.0225,212
3409,153.6625,211
3410,173.4575,210
3411,152.215,209
3412,157.825,208
3413,150.005,207
3414,147.16,206
3415,168.3825,205
3416,156.1025,204
3417,158.0975,203
3418,159.05,202
3419,154.0925,201
3420,154.24,200
3421,166.6775,199
3422,161.5675,198
3423,164.4,197
3424,161.0925,196
3425,136.9275,195
3426,154.6875,194
3427,157.64,193
3428,135.5275,192
3429,150.43,191
3430,174.6175,190
3431,143.41,189
3432,163.94,188
3433,141.0825,187
3434,150.6575,186
3435,145.1075,185
3436,140.305,184
3437,119.0025,183
3438,128.96,182
3439,155.86,181
3440,127.2125,180
3441,152.565,179
3442,157.6175,178
3443,159.7325,177
3444,143.495,176
3445,162.2775,175
3446,128.9575,174
3447,130.6775,173
3448,141.7675,172
3449,141.2825,171
3450,140.0475,170
3451,142.99,169
3452,137.085,168
3453,134.1,167
3454,121.2775,166
3455,148.515,165
3456,137.385,164
3457,127.65,163
3458,142.985,162
3459,121.485,161
3460,107.78,160
3461,113.5175,159
3462,136.83,158
3463,152.11,157
3464,128.74,156
3465,128.4875,155
3466,141.9575,154
3467,123.88,153
3468,150.62,152
3469,119.7075,151
3470,143.565,150
3471,133.5725,149
3472,107.955,148
3473,147.0025,147
3474,117.685,146
3475,129.355,145
3476,122.6125,144
3477,126.5,143
3478,96.52,142
3479,118.1875,141
3480,105.465,140
3481,114.1325,139
3482,103.63,138
3483,135.27,137
3484,111.445,136
3485,111.9375,135
3486,124.985,134
3487,120.6325,133
3488,128.98,132
3489,106.13,131
3490,101.895,130
3491,112.34,129
3492,102.25,128
3493,142.215,127
3494,106.9525,126
3495,90.6475,125
3496,109.79,124
3497,120.15,123
3498,104.1375,122
3499,105.87,121
3500,131.4225,120
3501,114.2575,119
3502,111.7975,118
3503,115.93,117
3504,101.8525,116
3505,98.1675,115
3506,104.535,114
3507,92.8275,113
3508,109.9675,112
3509,129.72,111
3510,112.87,110
3511,93.0875,109
3512,126.52,108
3513,97.06,107
3514,95.955,106
3515,109.69,105
3516,122.8425,104
3517,121.2175,103
3518,108.6,102
3519,95.4375,101
3520,95.6625,100
3521,85.59,99
3522,105.9175,98
3523,97.9475,97
3524,106.985,96
3525,94.115,95
3526,117.4825,94
3527,96.405,93
3528,113.685,92
3529,105.12,91
3530,101.82,90
3531,192.475,257
3532,189.5425,256
3533,188.7325,255
3534,201.8575,254
3535,185.435,253
3536,195.7325,252
3537,182.1275,251
3538,175.315,250
3539,193.5575,249
3540,191.88,248
3541,180.49,247
3542,185.24,246
3543,185.5,245
3544,201.8525,244
3545,178.735,243
3546,181.52,242
3547,181.7525,241
3548,171.2975,240
3549,181.135,239
3550,179.4375,238
3551,175.845,237
3552,179.935,236
3553,175.275,235
3554,168.9925,234
3555,176.77,233
3556,167.9975,232
3557,172.9875,231
3558,173.77,230
3559,166.0,229
3560,170.89,228
3561,174.8825,227
3562,172.0125,226
3563,169.5575,225
3564,155.51,224
3565,173.08,223
3566,157.3925,222
3567,156.52,221
3568,170.12,220
3569,157.295,219
3570,150.9025,218
3571,163.4975,217
3572,159.9075,216
3573,161.6875,215
3574,158.99,214
3575,148.8375,213
3576,146.22,212
3577,150.0125,211
3578,150.1875,210
3579,143.2175,209
3580,147.9025,208
3581,145.5775,207
3582,138.7675,206
3583,146.4175,205
3584,152.91,204
3585,150.6725,203
3586,149.3425,202
3587,145.635,201
3588,134.3225,200
3589,160.595,199
3590,133.965,198
3591,127.5,197
3592,147.76,196
3593,138.925,195
3594,149.165,194
3595,138.0675,193
3596,136.615,192
3597,126.6,191
3598,148.0825,190
3599,131.91,189
3600,137.24,188
3601,135.5925,187
3602,126.69,186
3603,125.6575,185
3604,126.4725,184
3605,126.4075,183
3606,118.1575,182
3607,135.11,181
3608,125.39,180
3609,127.465,179
3610,121.4275,178
3611,113.4525,177
3612,113.945,176
3613,129.66,175
3614,116.7075,174
3615,116.5625,173
3616,119.935,172
3617,127.855,171
3618,119.6175,170
3619,119.7175,169
3620,112.36,168
3621,110.84,167
3622,111.26,166
3623,109.255,165
3624,111.76,164
3625,111.1525,163
3626,116.9475,162
3627,106.5525,161
3628,103.6175,160
3629,103.3875,159
3630,99.9,158
3631,85.9175,157
3632,101.9375,156
3633,114.66,155
3634,98.4025,154
3635,99.2625,153
3636,89.635,152
3637,93.4575,151
3638,89.38,150
3639,101.6,149
3640,96.745,148
3641,85.05,147
3642,76.8925,146
3643,89.9625,145
3644,94.725,144
3645,94.465,143
3646,91.6775,142
3647,66.55,141
3648,101.735,140
3649,84.1475,139
3650,77.6875,138
3651,77.785,137
3652,89.015,136
3653,82.625,135
3654,84.4,134
3655,78.26,133
3656,72.56,132
3657,81.0825,131
3658,71.3875,130
3659,92.385,129
3660,92.15,128
3661,67.1125,127
3662,91.68,126
3663,88.8075,125
3664,71.48,124
3665,91.99,123
3666,81.565,122
3667,84.025,121
3668,58.495,120
3669,85.97,119
3670,76.13,118
3671,77.12,117
3672,73.93,116
3673,72.8975,115
3674,213.39,203
3675,200.785,202
3676,199.7175,201
3677,201.9,200
3678,205.76,199
3679,205.945,198
3680,192.58,197
3681,199.7175,196
3682,194.41,195
3683,196.0675,194
3684,191.72,193
3685,194.16,192
3686,191.1325,191
3687,190.475,190
3688,198.42,189
3689,191.94,188
3690,191.215,187
3691,191.5875,186
3692,187.5975,185
3693,174.5325,184
3694,185.77,183
3695,182.2375,182
3696,191.7975,181
3697,182.4125,180
3698,191.7075,179
3699,184.745,178
3700,177.9175,177
3701,168.1875,176
3702,179.08,175
3703,179.1425,174
3704,176.805,173
3705,177.04,172
3706,151.2325,171
3707,160.01,170
3708,171.7375,169
3709,185.0275,168
3710,173.6875,167
3711,171.6375,166
3712,167.7925,165
3713,159.63,164
3714,164.0775,163
3715,156.7325,162
3716,159.4025,161
3717,145.2925,160
3718,156.38,159
3719,158.6675,158
3720,161.5925,157
3721,148.0775,156
3722,154.48,155
3723,160.6325,154
3724,160.3525,153
3725,154.9325,152
3726,157.9475,151
3727,141.55,150
3728,146.8825,149
3729,147.44,148
3730,145.4575,147
3731,139.63,146
3732,155.0975,145
3733,147.8075,144
3734,129.7525,143
3735,146.72,142
3736,142.59,141
3737,137.24,140
3738,123.5075,139
3739,153.03,138
3740,147.4125,137
3741,133.7875,136
3742,131.9,135
3743,115.535,134
3744,141.8625,133
3745,114.9825,132
3746,119.8875,131
3747,125.11,130
3748,144.7575,129
3749,124.0225,128
3750,122.215,127
3751,135.44,126
3752,121.5525,125
3753,125.6475,124
3754,119.42,123
3755,146.34,122
3756,107.22,121
3757,134.1675,120
3758,142.5175,119
3759,126.3975,118
3760,112.8625,117
3761,120.7475,116
3762,104.835,115
3763,113.5625,114
3764,92.3875,113
3765,101.03,112
3766,102.525,111
3767,101.385,110
3768,132.415,109
3769,116.635,108
3770,107.5875,107
3771,112.505,106
3772,110.41,105
3773,114.5475,104
3774,99.74,103
3775,95.5275,102
3776,92.41,101
3777,97.175,100
3778,135.6425,99
3779,98.8725,98
3780,96.2375,97
3781,97.6125,96
3782,117.3075,95
3783,119.3575,94
3784,119.295,93
3785,96.5225,92
3786,99.52,91
3787,111.58,90
3788,110.43,89
3789,106.275,88
3790,95.845,87
3791,74.07,86
3792,92.625,85
3793,93.5025,84
3794,77.11,83
3795,86.8625,82
3796,94.4675,81
3797,90.0475,80
3798,92.805,79
3799,84.2175,78
3800,97.1025,77
3801,80.4625,76
3802,97.1625,75
3803,82.0025,74
3804,89.6575,73
3805,79.865,72
3806,97.515,71
3807,96.765,70
3808,72.5675,69
3809,70.3575,68
3810,83.7225,67
3811,80.75,66
3812,72.9225,65
3813,77.61,64
3814,79.735,63
3815,75.875,62
3816,78.445,61
3817,71.0225,60
3818,61.395,59
3819,71.455,58
3820,77.9375,57
3821,53.645,56
3822,68.4025,55
3823,64.625,54
3824,64.485,53
3825,60.1,52
3826,55.24,51
3827,53.12,50
3828,63.595,49
3829,61.06,48
3830,53.5675,47
3831,79.2375,46
3832,49.5375,45
3833,54.275,44
3834,43.32,43
3835,46.48,42
3836,51.2475,41
3837,56.9375,40
3838,55.4225,39
3839,61.335,38
3840,42.3525,37
3841,46.765,36
3842,38.955,35
3843,52.9075,34
3844,44.2275,33
3845,49.3625,32
3846,43.9725,31
3847,37.21,30
3848,46.1125,29
3849,26.575,28
3850,40.2175,27
3851,28.4625,26
3852,15.46,25
3853,25.9075,24
3854,24.84,23
3855,22.845,22
3856,31.39,21
3857,27.0875,20
3858,18.64,19
3859,17.335,18
3860,18.565,17
3861,23.8475,16
3862,26.3125,15
3863,16.0425,14
3864,23.7875,13
3865,7.9825,12
3866,9.1775,11
3867,13.1475,10
3868,17.975,9
3869,22.2525,8
3870,194.6725,192
3871,206.39,191
3872,235.665,190
3873,210.9175,189
3874,197.78,188
3875,201.9375,187
3876,233.6975,186
3877,209.4025,185
3878,206.2775,184
3879,206.44,183
3880,228.21,182
3881,204.5575,181
3882,213.0875,180
3883,199.035,179
3884,192.655,178
3885,190.5625,177
3886,203.7575,176
3887,220.68,175
3888,208.615,174
3889,197.7175,173
3890,206.4025,172
3891,201.3975,171
3892,190.195,170
3893,193.3075,169
3894,189.0375,168
3895,187.43,167
3896,182.9925,166
3897,182.8025,165
3898,182.29,164
3899,196.1025,163
3900,186.3775,162
3901,177.5325,161
3902,181.155,160
3903,171.8775,159
3904,184.8325,158
3905,181.535,157
3906,175.885,156
3907,186.9675,155
3908,175.28,154
3909,185.005,153
3910,185.49,152
3911,176.6525,151
3912,186.19,150
3913,180.495,149
3914,186.9725,148
3915,168.3225,147
3916,175.015,146
3917,185.7725,145
3918,173.81,144
3919,180.5975,143
3920,175.36,142
3921,159.06,141
3922,170.7,140
3923,177.64,139
3924,178.8875,138
3925,173.815,137
3926,167.6875,136
3927,159.59,135
3928,162.6375,134
3929,189.8575,133
3930,159.2825,132
3931,161.5625,131
3932,158.1025,130
3933,167.0325,129
3934,165.43,128
3935,153.055,127
3936,155.8775,126
3937,154.125,125
3938,157.8675,124
3939,137.6925,123
3940,151.92,122
3941,150.69,121
3942,153.705,120
3943,138.38,119
3944,146.7525,118
3945,149.425,117
3946,158.3225,116
3947,156.77,115
3948,162.11,114
3949,143.215,113
3950,123.495,112
3951,141.9225,111
3952,133.6225,110
3953,145.8775,109
3954,160.4675,108
3955,136.0275,107
3956,166.405,106
3957,144.58,105
3958,128.59,104
3959,143.035,103
3960,107.9,102
3961,130.3875,101
3962,129.685,100
3963,135.9025,99
3964,120.1125,98
3965,134.3325,97
3966,133.52,96
3967,111.3925,95
3968,127.285,94
3969,108.675,93
3970,114.1225,92
3971,116.545,91
3972,113.7525,90
3973,84.9475,89
3974,105.665,88
3975,87.4025,87
3976,90.8,86
3977,98.9875,85
3978,80.4575,84
3979,126.76,83
3980,85.2625,82
3981,94.6275,81
3982,113.0225,80
3983,96.4775,79
3984,119.695,78
3985,105.68,77
3986,88.35,76
3987,107.195,75
3988,76.025,74
3989,77.8875,73
3990,97.61,72
3991,102.825,71
3992,72.6375,70
3993,76.5875,69
3994,76.6675,68
3995,86.6625,67
3996,71.1775,66
3997,74.3325,65
3998,59.375,64
3999,71.825,63
4000,76.2425,62
4001,64.18,61
4002,60.17,60
4003,77.425,59
4004,58.9675,58
4005,57.33,57
4006,66.945,56
4007,60.4975,55
4008,67.705,54
4009,71.2975,53
4010,55.325,52
4011,53.1575,51
4012,52.4225,50
4013,53.915,49
4014,45.35,48
4015,206.52,155
4016,192.905,154
4017,179.8025,153
4018,176.9075,152
4019,197.905,151
4020,190.4425,150
4021,192.285,149
4022,190.2375,148
4023,192.6825,147
4024,180.7475,146
4025,193.735,145
4026,189.17,144
4027,181.3925,143
4028,177.34,142
4029,180.06,141
4030,192.2475,140
4031,183.325,139
4032,178.3625,138
4033,172.505,137
4034,168.595,136
4035,178.115,135
4036,160.99,134
4037,172.1125,133
4038,174.425,132
4039,167.88,131
4040,170.205,130
4041,178.6,129
4042,166.0975,128
4043,165.5725,127
4044,163.4475,126
4045,172.905,125
4046,164.8825,124
4047,162.46,123
4048,162.965,122
4049,179.78,121
4050,154.475,120
4051,150.4225,119
4052,150.6125,118
4053,155.5675,117
4054,150.875,116
4055,151.64,115
4056,138.3675,114
4057,144.75,113
4058,145.6325,112
4059,143.4575,111
4060,140.785,110
4061,141.645,109
4062,146.845,108
4063,141.935,107
4064,137.7075,106
4065,206.96,209
4066,214.465,208
4067,218.53,207
4068,208.1975,206
4069,208.8525,205
4070,212.5175,204
4071,207.4175,203
4072,205.0175,202
4073,213.84,201
4074,202.57,200
4075,196.095,199
4076,215.1875,198
4077,214.22,197
4078,207.2425,196
4079,200.385,195
4080,209.875,194
4081,200.815,193
4082,205.7825,192
4083,203.19,191
4084,189.2125,190
4085,203.785,189
4086,202.335,188
4087,193.2275,187
4088,189.0525,186
4089,200.7475,185
4090,185.7525,184
4091,185.825,183
4092,196.555,182
4093,194.445,181
4094,179.1125,180
4095,189.92,179
4096,185.315,178
4097,192.4575,177
4098,187.1375,176
4099,194.71,175
4100,172.5925,174
4101,180.82,173
4102,179.845,172
4103,170.6275,171
4104,176.72,170
4105,182.055,169
4106,161.5775,168
4107,172.82,167
4108,179.7025,166
4109,170.8875,165
4110,177.7475,164
4111,167.655,163
4112,177.0075,162
4113,166.1725,161
4114,157.3325,160
4115,176.2575,159
4116,175.6175,158
4117,156.3525,157
4118,170.9775,156
4119,165.355,155
4120,164.4675,154
4121,163.53,153
4122,177.335,152
4123,162.26,151
4124,152.4075,150
4125,166.93,149
4126,154.7625,148
4127,180.99,147
4128,153.4725,146
4129,173.8625,145
4130,156.67,144
4131,162.925,143
4132,159.215,142
4133,141.535,141
4134,153.4825,140
4135,150.385,139
4136,154.3,138
4137,149.4075,137
4138,160.11,136
4139,154.7825,135
4140,129.4575,134
4141,154.155,133
4142,146.575,132
4143,152.3425,131
4144,145.4825,130
4145,145.2325,129
4146,164.0875,128
4147,153.2,127
4148,155.23,126
4149,155.4,125
4150,146.615,124
4151,142.7825,123
4152,138.7225,122
4153,146.965,121
4154,139.71,120
4155,137.9025,119
4156,137.4525,118
4157,149.795,117
4158,131.6875,116
4159,133.43,115
4160,123.37,114
4161,142.075,113
4162,122.4975,112
4163,149.905,111
4164,134.555,110
4165,113.8975,109
4166,126.3925,108
4167,132.1575,107
4168,135.3725,106
4169,124.23,105
4170,123.345,104
4171,116.7725,103
4172,113.075,102
4173,133.03,101
4174,125.7025,100
4175,111.4625,99
4176,119.0375,98
4177,105.3875,97
4178,111.18,96
4179,130.8475,95
4180,120.865,94
4181,131.615,93
4182,111.975,92
4183,121.3275,91
4184,119.1375,90
4185,126.0,89
4186,96.235,88
4187,125.885,87
4188,126.3125,86
4189,107.4,85
4190,131.9225,84
4191,145.9725,83
4192,120.285,82
4193,108.31,81
4194,118.5725,80
4195,124.155,79
4196,122.84,78
4197,133.5675,77
4198,108.63,76
4199,108.4425,75
4200,107.74,74
4201,105.76,73
4202,107.55,72
4203,113.455,71
4204,107.0075,70
4205,113.9475,69
4206,132.41,68
4207,117.305,67
4208,120.77,66
4209,110.7975,65
4210,123.8425,64
4211,111.6425,63
4212,104.6725,62
4213,102.7175,61
4214,77.4825,60
4215,93.905,59
4216,99.675,58
4217,111.1725,57
4218,94.51,56
4219,97.5775,55
4220,106.805,54
4221,90.82,53
4222,97.6775,52
4223,96.7225,51
4224,89.5,50
4225,100.3725,49
4226,83.0925,48
4227,90.0525,47
4228,96.5525,46
4229,75.475,45
4230,82.27,44
4231,78.305,43
4232,81.415,42
4233,64.8925,41
4234,67.4375,40
4235,52.2575,39
4236,55.8425,38
4237,85.5925,37
4238,82.865,36
4239,61.9825,35
4240,64.1425,34
4241,47.7725,33
4242,66.87,32
4243,67.0625,31
4244,77.5225,30
4245,50.1225,29
4246,58.7425,28
4247,43.2475,27
4248,32.6275,26
4249,41.2,25
4250,44.395,24
4251,30.7,23
4252,24.255,22
4253,30.045,21
4254,34.8575,20
4255,23.8575,19
4256,30.915,18
4257,28.89,17
4258,27.225,16
4259,22.6475,15
4260,24.715,14
4261,20.0725,13
4262,18.265,12
4263,13.4325,11
4264,9.35,10
4265,6.9475,9
4266,10.165,8
4267,6.4175,7
4268,189.745,208
4269,206.0375,207
4270,184.22,206
4271,182.225,205
4272,186.9975,204
4273,181.075,203
4274,196.7975,202
4275,193.4575,201
4276,189.1425,200
4277,184.17,199
4278,191.02,198
4279,188.7825,197
4280,190.2975,196
4281,181.6375,195
4282,178.7075,194
4283,179.095,193
4284,189.7675,192
4285,177.055,191
4286,177.1425,190
4287,183.2775,189
4288,176.175,188
4289,171.5225,187
4290,172.155,186
4291,173.4825,185
4292,176.2325,184
4293,178.8425,183
4294,169.68,182
4295,175.47,181
4296,166.475,180
4297,166.91,179
4298,173.9475,178
4299,161.785,177
4300,164.4325,176
4301,158.6325,175
4302,172.255,174
4303,151.305,173
4304,155.4725,172
4305,151.52,171
4306,155.0975,170
4307,160.3,169
4308,156.1625,168
4309,160.29,167
4310,155.0075,166
4311,147.4,165
4312,144.605,164
4313,144.58,163
4314,156.8225,162
4315,141.4925,161
4316,146.2075,160
4317,139.66,159
4318,149.9825,158
4319,140.265,157
4320,140.515,156
4321,150.895,155
4322,143.44,154
4323,134.55,153
4324,144.3825,152
4325,134.0125,151
4326,141.47,150
4327,127.735,149
4328,132.38,148
4329,130.065,147
4330,133.38,146
4331,129.5425,145
4332,151.81,144
4333,136.9875,143
4334,127.885,142
4335,136.6,141
4336,122.9675,140
4337,120.4975,139
4338,124.3025,138
4339,126.5975,137
4340,125.7525,136
4341,135.7625,135
4342,135.0525,134
4343,120.795,133
4344,120.035,132
4345,112.5325,131
4346,112.815,130
4347,122.73,129
4348,108.1375,128
4349,113.135,127
4350,122.49,126
4351,117.58,125
4352,102.8475,124
4353,113.4975,123
4354,109.515,122
4355,110.02,121
4356,106.385,120
4357,106.8375,119
4358,102.715,118
4359,100.125,117
4360,97.2,116
4361,115.18,115
4362,93.33,114
4363,108.2725,113
4364,92.7125,112
4365,99.7625,111
4366,91.085,110
4367,71.6725,109
4368,84.09,108
4369,85.9325,107
4370,90.94,106
4371,85.965,105
4372,91.495,104
4373,106.3075,103
4374,77.7175,102
4375,111.3525,101
4376,100.3475,100
4377,92.55,99
4378,86.8075,98
4379,84.675,97
4380,81.4425,96
4381,80.27,95
4382,85.6625,94
4383,80.58,93
4384,91.3575,92
4385,74.725,91
4386,82.805,90
4387,83.28,89
4388,73.965,88
4389,81.3275,87
4390,74.36,86
4391,79.1325,85
4392,89.525,84
4393,89.665,83
4394,79.105,82
4395,68.54,81
4396,71.705,80
4397,74.0525,79
4398,82.6725,78
4399,46.2925,77
4400,51.29,76
4401,74.1875,75
4402,57.615,74
4403,55.175,73
4404,74.2475,72
4405,73.7275,71
4406,79.05,70
4407,62.2975,69
4408,78.8625,68
4409,66.5875,67
4410,60.3275,66
4411,60.4775,65
4412,65.0425,64
4413,61.5625,63
4414,41.99,62
4415,39.4225,61
4416,68.3575,60
4417,65.0825,59
4418,46.5875,58
4419,49.3175,57
4420,50.59,56
4421,47.6175,55
4422,69.53,54
4423,57.055,53
4424,37.37,52
4425,51.32,51
4426,45.5825,50
4427,36.0625,49
4428,43.69,48
4429,52.96,47
4430,41.425,46
4431,56.3825,45
4432,41.5075,44
4433,56.6425,43
4434,35.1625,42
4435,22.1025,41
4436,29.965,40
4437,41.5775,39
4438,43.205,38
4439,32.555,37
4440,35.4625,36
4441,39.7975,35
4442,31.175,34
4443,17.4425,33
4444,17.94,32
4445,46.555,31
4446,24.3325,30
4447,20.6,29
4448,26.425,28
4449,24.795,27
4450,22.1225,26
4451,19.1025,25
4452,25.365,24
4453,20.3725,23
4454,13.3775,22
4455,15.305,21
4456,21.8075,20
4457,25.29,19
4458,20.56,18
4459,15.225,17
4460,18.0425,16
4461,18.2425,15
4462,10.3575,14
4463,18.7275,13
4464,8.7375,12
4465,8.2025,11
4466,197.285,144
4467,203.1625,143
4468,182.6975,142
4469,186.425,141
4470,183.96,140
